sensor_id,distance_from_start,pressure_level,leak_size,leak_position,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21
2,20.0,50,1,1.978065074368096,-115.97992630038648,9.089044873093332,9.271650865050052,2.5984462048681563,-4.520249419771363,-10.445305687280802,-14.90083015922657,-16.326124011833883,-13.47308798705128,-7.684003083854752,-1.2962846753814743,5.226383669094082,10.942259596451889,0.1076216836225559,0.628828879545543,0.6871495977826868,0.5166345440990516,0.16650915863677185,9351.810959652314,6972.364465538106,0.08130870664739884
3,30.0,50,1,1.978065074368096,-116.8794641668091,7.526603760832898,7.959205596486659,3.1659053511175563,-3.3359782699041065,-9.666661058513958,-13.955191357886944,-14.206870978650677,-12.132373540409665,-7.32953863246912,-0.7333832804426671,5.816572252380931,10.606705222038837,0.1617164385187954,0.48916465231792583,0.5531210654468341,0.376827666571119,0.09402932963900318,9601.698326965314,6899.809470699376,0.09847757857658959
4,40.0,50,1,1.978065074368096,-117.08675826163132,6.836818278638062,7.650194324289559,2.7290654610507286,-4.245381450985079,-9.53666718404387,-12.783577043182648,-13.741623332935278,-11.371892987749645,-6.449731930833922,-0.7185385193360464,4.768271924872573,9.44693620885612,0.18393932675114427,0.4771551222592046,0.4060073635203085,0.35327564129296374,0.06695829620666477,9839.091388239975,6836.602935490992,0.1231879967485549
5,50.0,50,1,1.978065074368096,-119.12220688277895,5.415392623478352,7.009439201845823,2.762661965076192,-3.3093817998535004,-8.878818974345023,-12.227965266254067,-13.291852814809596,-11.391981045981023,-6.9496768760420435,-1.1038769123795003,4.541570874652908,9.965235110319947,0.0722047080198632,0.2770232800723346,0.31977633560733293,0.11973840544708775,0.11594044310139694,10054.134761996369,6778.210132783203,0.15456782875722544
6,60.0,50,1,1.978065074368096,-118.96434533028707,5.220476195164606,6.913250263359016,2.3696181092453883,-3.4489033362499373,-8.860942657352046,-11.535729047237709,-12.273558219208777,-10.073102310768387,-6.292513116476519,-1.0858184953236274,4.327192859780852,8.202519329324222,0.12729164533675016,0.19881429783252436,0.2698049328203546,0.07819810832538775,-0.01565732074647634,10234.978120445527,6721.103832538173,0.19635397850433525
7,70.0,50,1,1.978065074368096,-119.04198501233775,4.5438695891202965,5.41658817726789,1.7017736880071281,-3.127806254977716,-7.563740904291228,-10.16547864629888,-10.861535151914502,-9.349207541512785,-6.312317938794948,-1.4552758645709785,3.5312837409082456,7.934630176899977,-0.013994525148278522,0.2426907663481504,0.2404179516871046,0.2547037504954361,-0.06693296658101361,10338.74795871229,6668.814214938649,0.24319228684971098
8,80.0,50,1,1.978065074368096,-119.97160353169082,3.996660886159741,5.802441029338237,1.7255862744987487,-2.6393908313606915,-6.7741887528486195,-10.09647113659236,-10.170786029304642,-7.984087260847937,-4.821298013979099,-0.5747575168671083,3.60857503790818,7.035290718520012,0.05242210949911256,0.12977964384558346,0.21440891936179024,0.08740652276125353,0.0017290893010205588,10490.366221942228,6616.85085420479,0.29790236632947975
9,90.0,50,1,1.978065074368096,-121.06102013432267,1.9928730170410158,4.240513561063433,1.7523943201688235,-2.345924539800783,-6.17263234272586,-8.79853641778648,-9.29604730540615,-8.209992848404664,-5.310029840939995,-1.2187656909705578,3.4706334153800507,7.64761968065116,-0.01641588681988002,0.06846240155764345,0.2593770464955978,0.05873262089926737,0.04940425076385955,10576.623896442745,6563.678590673111,0.3433040552745665
0,0.0,70,1,7.433354662662528,-115.69514830045307,8.971956339964748,8.778999751307197,1.8801733488599122,-5.974440537124795,-12.223496996625627,-15.474901589446308,-14.753956603377938,-10.356954509596106,-3.5979898050568404,3.8182617513858728,10.5235960982582,15.157610606812671,0.22967534028582326,0.699649435611146,0.8026723064068352,0.5371240715998886,-0.1475870694962064,9019.489132091223,7036.226221557669,0.06709774656791907
1,10.0,70,1,7.433354662662528,-114.87004693760869,10.040021207856238,9.108034010300628,1.9810498451679437,-5.974386444472452,-13.611121612926706,-17.314542033461272,-15.903085383323736,-11.012456945974158,-4.060011844047369,3.0026600010822784,9.465994918112992,14.039325522201398,0.3092997480232917,0.7601284075205044,0.8298778871488925,0.42833731956917004,-0.12672060089170023,8849.256416926457,7070.879779422484,0.0625
2,20.0,70,1,7.433354662662528,-116.01070270741921,8.541621614090333,8.44869719080435,2.1814637853851715,-5.029701067285405,-12.119023717941289,-15.47524035997345,-14.790211715370267,-10.457795403768694,-3.68317303689808,3.346096643957919,9.608117303487754,13.814706485681725,0.2621619252108078,0.5614549084762621,0.6808555067619302,0.529491629767772,-0.08808101536471012,9191.796069598033,7017.94343990172,0.07280188764450866
3,30.0,70,1,7.433354662662528,-117.24982954828137,6.9830169959036645,6.86380797265474,1.4317328631447745,-5.20834729748533,-11.176938040067462,-14.23029629541523,-14.137460447293785,-9.712991410849591,-2.8684746641668193,3.4123630900011217,9.016096100949717,12.861077619787899,0.23257051623348263,0.5291342589666145,0.6038869105838505,0.2337185976637054,0.01862254048755687,9461.929683428596,6940.416152935282,0.0900102736632948
4,40.0,70,1,7.433354662662528,-118.24950155957684,5.608417683151727,6.881397307892913,1.6987335741238954,-4.83328497384607,-10.804846601719664,-14.06067159258214,-13.510518477156086,-9.594177196490836,-3.182004995046402,2.8908915214842583,8.115107051390014,12.03899310505246,0.12988293236731702,0.4579963807878839,0.4846120179030501,0.2976780080145808,-0.08499358798887251,9740.871498250202,6872.120710425895,0.11071565661127168
5,50.0,70,1,7.433354662662528,-118.71749601788638,5.567472353239236,6.618326936971432,1.1939914690368918,-4.7420884801691665,-9.94272504815311,-12.965552728184155,-12.03934387446572,-8.484486992679514,-3.332368313774711,2.610823766547869,7.953491815714813,11.74976527780154,0.14198938828303703,0.3324570253992062,0.41063754624305937,0.3048508435472824,0.012935628753418985,9951.644040217978,6814.02509893973,0.13700946080202311
6,60.0,70,1,7.433354662662528,-118.50252782853563,4.750571534744911,5.844045041142511,1.4907410079004788,-4.0471807437743506,-8.612756131391919,-11.359930752351014,-11.100332248573102,-8.732801158710098,-3.7707379915684474,2.4569182367784608,7.779784836948803,10.677436750651431,0.06681934111474416,0.21555720878529083,0.3172578661380431,0.22206334918798656,-0.02710701397266441,10118.84112671866,6740.516329350904,0.1723519915101156
7,70.0,70,1,7.433354662662528,-119.32381033408127,4.095646405740858,5.184675228862091,1.0834623204097678,-3.7448714351666386,-7.900804179440925,-10.33628080643379,-9.618469112841463,-6.5600926081273,-2.455463707262401,2.9461775824720506,7.527357058842653,9.971385166017502,0.08292592003108876,0.22863865369905723,0.30380788110657153,0.20521412617878942,-0.04234890416960875,10272.313128319469,6691.687808456666,0.21584289197976878
8,80.0,70,1,7.433354662662528,-120.59063213696038,3.4762411756325453,5.659650036638174,1.5449687574525452,-3.5291514062607683,-7.604263784477051,-8.739653528526931,-8.46381993901487,-6.628641842898849,-1.6251118914139369,2.963963115154601,6.449000260910865,8.38894123565148,0.10262488721623766,0.21632171182867116,0.23865031547592183,0.1346637725201671,-0.009461832810161674,10424.948489336308,6642.807887216163,0.2670249277456647
9,90.0,70,1,7.433354662662528,-121.39976513660476,1.8711443747634686,4.428190288202303,1.470238911891675,-3.1631548643897336,-7.1634938970804605,-8.931631252601301,-8.409635361795637,-5.732521316429518,-1.9168978349256915,2.5073345993439657,5.8851267932062346,8.107558432988387,0.007508762693868222,0.15695162683213243,0.14260598587030482,0.028462327633520985,-0.04512156407197629,10538.136063079442,6589.459098288838,0.3180940661127168
0,0.0,90,2,19.319868131112074,-112.77195542897296,12.266279916763741,10.20795817429612,0.5574263074241589,-9.838843039625635,-17.451977610198362,-19.49708783632886,-16.82222992046665,-9.932661274146472,-0.4636760311544292,9.745638823345006,16.686250861675216,18.652217932522838,0.4193693563469519,1.180774940225957,1.1837218515616408,0.6401922295693724,-0.35761479892126224,8169.269232724252,7128.825798977402,0.04692298139450867
1,10.0,90,2,19.319868131112074,-111.75934916440505,13.658945183763338,10.564456412639272,0.3039151667603286,-10.593490382368563,-18.342143148791877,-20.899684330331947,-17.823253110540374,-10.157493286949625,0.07833853841464249,10.03980764940357,17.41590209974071,19.57604460937357,0.5105220374828049,1.46156237529052,1.5338513537352692,0.6653593999087364,-0.49267204890764627,7706.74753151717,7128.5180288813735,0.04143334537572255
2,20.0,90,2,19.319868131112074,-109.70383700158635,15.659981128146125,11.560710961979463,0.525861218289325,-10.504567975652943,-19.004324780053167,-21.998831087812036,-18.773401203169122,-10.640116354449672,-0.5106624237927482,10.16064281016747,18.375560270373146,20.666555394331283,0.5842667387504856,1.5780314880391324,1.6803865477537192,0.8183946914912114,-0.5559314924411024,7303.066711750285,7113.977850215512,0.03772748825867052
3,30.0,90,2,19.319868131112074,-111.91726702290505,13.40142164710467,10.298678870574134,0.3503617204073528,-10.931523508822785,-19.22078174708381,-21.393330769764493,-17.94968427030373,-10.145721183208689,-0.2579968185663818,10.301611907829907,17.147305770066218,19.222426017888992,0.5069775264040275,1.3063275558128806,1.458821190395497,0.7442461450779552,-0.4495124329888419,7761.069528360741,7126.071078916734,0.042488936054913294
4,40.0,90,2,19.319868131112074,-113.0391844615837,12.163130954677383,9.914503140316858,-0.04651114390850552,-10.332211612188805,-17.38067895297671,-20.00575772723668,-16.98127435569446,-10.011209863004591,0.051294261678826766,9.602018199983531,15.967159527692422,18.371586534113295,0.4526974234102056,1.0068553547596215,1.1721954678450612,0.5560089883234643,-0.4497550597547675,8200.655500897255,7113.5080188462,0.04797857207369942
5,50.0,90,2,19.319868131112074,-113.72874517484696,10.804574776239136,9.317838316884057,0.531806759265849,-9.653753851168483,-16.237570059442398,-18.23329278630315,-15.246855879187828,-9.062412738318338,0.19691315346970376,8.870773701968321,14.892736320702056,17.080940460910973,0.3247160560880217,0.7969946302597297,1.0054805769365938,0.5081715139778815,-0.27472599195740666,8598.980314595143,7068.828805278145,0.05588138999277457
6,60.0,90,2,19.319868131112074,-114.60531554825563,10.019768781589333,8.286233645421683,0.34256191262498853,-8.443109234182485,-14.889189476707067,-16.811791329159988,-14.73183782420158,-7.902076933578749,0.07954459272912606,8.223806253947254,14.081392058545003,15.911069194415882,0.31191329771842424,0.7383161437793995,0.7369701972637399,0.3560230687554394,-0.290920782685825,8960.923673455673,7044.985689970712,0.06540993045520231
7,70.0,90,2,19.319868131112074,-115.15648336256844,8.766241851485752,7.2910510504262085,0.09359174531173478,-7.943206864088895,-13.68208789992816,-15.555423725212309,-13.771663134374517,-8.262127802548308,-0.3023450391590711,7.0957129208097935,12.594709859702935,14.882228438821517,0.2632103423537325,0.5763154183666686,0.6423836230000841,0.3227072976421192,-0.2688049877103379,9272.506360591697,6971.8987218389275,0.07967451679913294
8,80.0,90,2,19.319868131112074,-116.61309875551805,7.616083515908904,6.859542435603683,0.020847252122815553,-7.289781126194447,-12.968713530318395,-14.58818635229553,-12.522202206537093,-7.144585271421755,-0.5986994219357806,6.687519501800978,12.720269700594034,14.517128479638577,0.07075378148545526,0.49971560087774924,0.5167739657551447,0.2690463597442806,-0.08595912629098618,9564.324133932378,6920.505666225298,0.09626196712427745
9,90.0,90,2,19.319868131112074,-117.35386845394953,6.891439596774266,7.0523059633906096,0.6427550998925304,-6.624516805968449,-12.295195251776292,-13.393414131912563,-11.562068727872353,-6.6640893255867635,-0.30707150148982015,6.481535118500655,11.818797806003271,12.99309586118868,0.1435188817247578,0.3441327203067822,0.4537942765283545,0.18192717834815966,-0.122997424906801,9809.737075039806,6854.62814883003,0.11676695718930635
0,0.0,50,2,76.6241427551316,-117.46289608591397,7.0501249769947805,8.096436381559833,3.076868026804594,-3.371836950192493,-9.561105710436534,-12.925929943498852,-13.685988784193643,-11.814203488080148,-7.180593845512467,-0.9103342846990709,5.047136906334145,9.687252231732622,0.08651831120536765,0.31553750710021355,0.3366687812382444,0.23704266794891832,0.048164626957557306,9944.515527711155,6823.399180196602,0.13468377438583815
1,10.0,50,2,76.6241427551316,-116.48058168948303,8.237891490036022,8.583602492682015,2.5952289664503008,-3.906045886615004,-9.66660950139229,-13.485805257604856,-14.345862809827587,-12.229401822847157,-7.980419903710677,-1.5573147172187958,5.667799879947485,10.757756251130461,0.23491932729200876,0.3149988901279215,0.4853191943362096,0.3389647433890893,0.11676433791859797,9720.524474055808,6889.9199181354625,0.10898550397398844
2,20.0,50,2,76.6241427551316,-115.9660566576665,8.906097443593929,9.383283734644655,3.6422477582924513,-3.655648525636369,-10.369618134864217,-14.326916497372316,-15.111914032455124,-12.842732266445122,-8.28921230687386,-1.5980712132339672,5.56881372405626,11.485182335911292,0.20550634618326463,0.37323292508052136,0.6406947339999723,0.4125769024224982,-0.019505792847676014,9464.060270111564,6951.06959142012,0.08710598807803469
3,30.0,50,2,76.6241427551316,-115.46507774227973,9.344340178453395,8.958513358844455,3.402597591818454,-3.9292008219324295,-10.248486275429114,-15.197474330173183,-16.30261800565186,-13.21774058065856,-8.578177376000852,-1.2634544021036678,6.3589810392901684,12.610009657469003,0.23100416411608762,0.6584228913659408,0.6876325509421144,0.5390222025163405,0.08908691279075794,9144.84160590609,7006.693516987395,0.07231925126445087
4,40.0,50,2,76.6241427551316,-114.71749702635731,9.681301739920963,9.589781021142102,3.019129628136351,-4.600302497906744,-11.663406361789098,-15.864993190742991,-16.942485498020915,-14.875960091597314,-8.916992904747152,-0.8230921038906428,6.913612554015105,12.718032909044021,0.2541510922004864,0.727002273364822,0.7850324017664059,0.5847082139584063,0.1314692974141606,8859.412689805076,7070.759099400802,0.06052147308526012
5,50.0,50,2,76.6241427551316,-113.84412025982841,11.427655424385764,10.732953322074568,3.880818233316066,-4.713002049012321,-12.09760240049212,-17.374116931030976,-17.963482900970856,-15.104816890583338,-8.952835913021262,-1.2729917027620088,6.558838271488151,13.250076126418524,0.2568626173294979,0.9755597462906713,1.0488500999755024,0.7665796508111493,0.12445193580722637,8449.309301149235,7106.967087741363,0.050637305816473986
6,60.0,50,2,76.6241427551316,-113.25712432175789,12.8249073980476,11.93661323112882,4.456144738639127,-4.278177569116742,-12.678973814975171,-18.22421024123362,-19.392729806618604,-15.929118594725516,-9.785703378766879,-1.8461709385130958,6.9463645449863645,13.832762669883476,0.40968815115611507,1.0964587330475979,1.2978960613156088,1.038619216195094,0.20949700466534152,8050.173106232701,7151.806404327349,0.04291794617052023
7,70.0,50,2,76.6241427551316,-112.39664187565485,13.266438322991306,12.41227909670273,4.069160613419829,-5.465975236487009,-13.650187347589766,-19.336211545893004,-20.11643689602965,-16.959229052578564,-10.769861436809036,-1.5109611481322125,7.887556799999777,14.670159786196905,0.47952308014392336,1.3309789956406575,1.611777743149228,1.1389025066058907,0.2223275663861471,7619.683389847401,7148.980908448671,0.037343637102601156
